Metrics,Severity,API,Description
java.method.added,No,org.apache.catalina.webresources.AbstractResource.doGetInputStream:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResource.getETag:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResource.getInputStream:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResource.getLastModifiedHttp:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResource.getLog:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResource.getMimeType:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResource.getWebappPath:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResource.getWebResourceRoot:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResource.setMimeType:(Ljava.lang.String),Added Methods
java.method.added,No,"org.apache.catalina.webresources.AbstractResourceSet.""<init>"":()",Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.checkPath:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.destroyInternal:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.getBase:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.getClassLoaderOnly:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.getInternalPath:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.getManifest:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.getRoot:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.getStaticOnly:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.getWebAppMount:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.setBase:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.setClassLoaderOnly:(Z),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.setInternalPath:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.setManifest:(Ljava.util.jar.Manifest),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.setRoot:(Lorg.apache.catalina.WebResourceRoot),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.setStaticOnly:(Z),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.setWebAppMount:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.startInternal:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractResourceSet.stopInternal:(),Added Methods
java.method.added,No,"org.apache.catalina.webresources.AbstractSingleArchiveResource.""<init>"":(Lorg.apache.catalina.webresources.AbstractArchiveResourceSetLjava.lang.StringLjava.lang.StringLjava.util.jar.JarEntryLjava.lang.String)",Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractSingleArchiveResource.getJarInputStreamWrapper:(),Added Methods
java.method.added,No,"org.apache.catalina.webresources.AbstractSingleArchiveResourceSet.""<init>"":()",Added Methods
java.method.added,No,"org.apache.catalina.webresources.AbstractSingleArchiveResourceSet.""<init>"":(Lorg.apache.catalina.WebResourceRootLjava.lang.StringLjava.lang.StringLjava.lang.String)",Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractSingleArchiveResourceSet.getArchiveEntries:(Z),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractSingleArchiveResourceSet.getArchiveEntry:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractSingleArchiveResourceSet.initInternal:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.AbstractSingleArchiveResourceSet.isMultiRelease:(),Added Methods
java.method.added,No,"org.apache.catalina.authenticator.SpnegoAuthenticator.AcceptAction.""<init>"":(Lorg.ietf.jgss.GSSContext[B)",Added Methods
java.method.added,No,org.apache.catalina.valves.AbstractAccessLogValve.AccessLogElement.addElement:(Ljava.io.CharArrayWriterLjava.util.DateLorg.apache.catalina.connector.RequestLorg.apache.catalina.connector.ResponseJ),Added Methods
java.method.added,No,org.apache.catalina.valves.AccessLogValve.log:(Ljava.io.CharArrayWriter),Added Methods
java.method.added,No,"org.apache.catalina.startup.AddPortOffsetRule.""<init>"":()",Added Methods
java.method.added,No,org.apache.catalina.startup.AddPortOffsetRule.begin:(Ljava.lang.StringLjava.lang.StringLorg.xml.sax.Attributes),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContext.addJspFile:(Ljava.lang.StringLjava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContext.getRequestCharacterEncoding:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContext.getResponseCharacterEncoding:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContext.getSessionTimeout:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContext.getVirtualServerName:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContext.setRequestCharacterEncoding:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContext.setResponseCharacterEncoding:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContext.setSessionTimeout:(I),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContextFacade.addJspFile:(Ljava.lang.StringLjava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContextFacade.getRequestCharacterEncoding:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContextFacade.getResponseCharacterEncoding:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContextFacade.getSessionTimeout:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContextFacade.getVirtualServerName:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContextFacade.setRequestCharacterEncoding:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContextFacade.setResponseCharacterEncoding:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationContextFacade.setSessionTimeout:(I),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationFilterChain.findNonAsyncFilters:(Ljava.util.Set),Added Methods
java.method.added,No,"org.apache.catalina.core.ApplicationFilterRegistration.""<init>"":(Lorg.apache.tomcat.util.descriptor.web.FilterDefLorg.apache.catalina.Context)",Added Methods
java.method.added,No,"org.apache.catalina.core.ApplicationMapping.""<init>"":(Lorg.apache.catalina.mapper.MappingData)",Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationMapping.getHttpServletMapping:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationMapping.recycle:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.addHeader:(Ljava.lang.StringLjava.lang.String),Added Methods
java.method.added,No,"org.apache.catalina.core.ApplicationPushBuilder.""<init>"":(Lorg.apache.catalina.connector.RequestLjavax.servlet.http.HttpServletRequest)",Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.getHeader:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.getHeaderNames:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.getMethod:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.getPath:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.getQueryString:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.getSessionId:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.method:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.path:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.push:(),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.queryString:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.removeHeader:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.sessionId:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.ApplicationPushBuilder.setHeader:(Ljava.lang.StringLjava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.core.AprLifecycleListener.getUseAprConnector:(),Added Methods
java.method.added,No,org.apache.catalina.core.AprLifecycleListener.getUseOpenSSL:(),Added Methods
java.method.added,No,org.apache.catalina.core.AprLifecycleListener.isInstanceCreated:(),Added Methods
java.method.added,No,org.apache.catalina.core.AprLifecycleListener.setUseAprConnector:(Z),Added Methods
java.method.added,No,org.apache.catalina.core.AprLifecycleListener.setUseOpenSSL:(Z),Added Methods
java.method.added,No,"org.apache.catalina.core.AprStatus.""<init>"":()",Added Methods
java.method.added,No,org.apache.catalina.core.AprStatus.getUseAprConnector:(),Added Methods
java.method.added,No,org.apache.catalina.core.AprStatus.getUseOpenSSL:(),Added Methods
java.method.added,No,org.apache.catalina.core.AprStatus.isAprAvailable:(),Added Methods
java.method.added,No,org.apache.catalina.core.AprStatus.isAprInitialized:(),Added Methods
java.method.added,No,org.apache.catalina.core.AprStatus.isInstanceCreated:(),Added Methods
java.method.added,No,org.apache.catalina.core.AprStatus.setAprAvailable:(Z),Added Methods
java.method.added,No,org.apache.catalina.core.AprStatus.setAprInitialized:(Z),Added Methods
java.method.added,No,org.apache.catalina.core.AprStatus.setInstanceCreated:(Z),Added Methods
java.method.added,No,org.apache.catalina.core.AprStatus.setUseAprConnector:(Z),Added Methods
java.method.added,No,org.apache.catalina.core.AprStatus.setUseOpenSSL:(Z),Added Methods
java.method.added,No,org.apache.catalina.WebResourceRoot.ArchiveIndexStrategy.getRetain:(),Added Methods
java.method.added,No,org.apache.catalina.WebResourceRoot.ArchiveIndexStrategy.getUsesBloom:(),Added Methods
java.method.added,No,org.apache.catalina.WebResourceRoot.ArchiveIndexStrategy.valueOf:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.WebResourceRoot.ArchiveIndexStrategy.values:(),Added Methods
java.method.added,No,org.apache.catalina.core.AsyncContextImpl.decrementInProgressAsyncCount:(),Added Methods
java.method.added,No,org.apache.catalina.core.AsyncContextImpl.incrementInProgressAsyncCount:(),Added Methods
java.method.added,No,"org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl.""<init>"":()",Added Methods
java.method.added,No,org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl.detachListener:(Ljavax.security.auth.message.config.RegistrationListenerLjava.lang.StringLjava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl.getConfigProvider:(Ljava.lang.StringLjava.lang.StringLjavax.security.auth.message.config.RegistrationListener),Added Methods
java.method.added,No,org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl.getRegistrationContext:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl.getRegistrationIDs:(Ljavax.security.auth.message.config.AuthConfigProvider),Added Methods
java.method.added,No,org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl.refresh:(),Added Methods
java.method.added,No,org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl.registerConfigProvider:(Ljavax.security.auth.message.config.AuthConfigProviderLjava.lang.StringLjava.lang.StringLjava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl.registerConfigProvider:(Ljava.lang.StringLjava.util.MapLjava.lang.StringLjava.lang.StringLjava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.authenticator.jaspic.AuthConfigFactoryImpl.removeRegistration:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.authenticator.DigestAuthenticator.AuthDigest.getJavaName:(),Added Methods
java.method.added,No,org.apache.catalina.authenticator.DigestAuthenticator.AuthDigest.getRfcName:(),Added Methods
java.method.added,No,org.apache.catalina.authenticator.DigestAuthenticator.AuthDigest.valueOf:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.authenticator.DigestAuthenticator.AuthDigest.values:(),Added Methods
java.method.added,No,"org.apache.catalina.realm.AuthenticatedUserRealm.""<init>"":()",Added Methods
java.method.added,No,org.apache.catalina.realm.AuthenticatedUserRealm.getPassword:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.realm.AuthenticatedUserRealm.getPrincipal:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.authenticator.AuthenticatorBase.doAuthenticate:(Lorg.apache.catalina.connector.RequestLjavax.servlet.http.HttpServletResponse),Added Methods
java.method.added,No,org.apache.catalina.authenticator.AuthenticatorBase.getJaspicCallbackHandlerClass:(),Added Methods
java.method.added,No,org.apache.catalina.authenticator.AuthenticatorBase.getRealmName:(Lorg.apache.catalina.Context),Added Methods
java.method.added,No,org.apache.catalina.authenticator.AuthenticatorBase.isPreemptiveAuthPossible:(Lorg.apache.catalina.connector.Request),Added Methods
java.method.added,No,org.apache.catalina.authenticator.AuthenticatorBase.notify:(Ljava.lang.StringLjava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.authenticator.AuthenticatorBase.register:(Lorg.apache.catalina.connector.RequestLjavax.servlet.http.HttpServletResponseLjava.security.PrincipalLjava.lang.StringLjava.lang.StringLjava.lang.StringZZ),Added Methods
java.method.added,No,org.apache.catalina.authenticator.AuthenticatorBase.setJaspicCallbackHandlerClass:(Ljava.lang.String),Added Methods
java.method.added,No,"org.apache.catalina.mbeans.BaseCatalinaMBean.""<init>"":()",Added Methods
java.method.added,No,org.apache.catalina.mbeans.BaseCatalinaMBean.doGetManagedResource:(),Added Methods
java.method.added,No,org.apache.catalina.mbeans.BaseCatalinaMBean.newInstance:(Ljava.lang.String),Added Methods
java.method.added,No,org.apache.catalina.authenticator.BasicAuthenticator.doAuthenticate:(Lorg.apache.catalina.connector.RequestLjavax.servlet.http.HttpServletResponse),Added Methods
java.method.added,No,org.apache.catalina.authenticator.BasicAuthenticator.getTrimCredentials:(),Added Methods
java.method.added,No,org.apache.catalina.authenticator.BasicAuthenticator.isPreemptiveAuthPossible:(Lorg.apache.catalina.connector.Request),Added Methods
java.method.added,No,org.apache.catalina.authenticator.BasicAuthenticator.setTrimCredentials:(Z),Added Methods
java.method.added,No,"org.apache.catalina.authenticator.BasicAuthenticator.BasicCredentials.""<init>"":(Lorg.apache.tomcat.util.buf.ByteChunkLjava.nio.charset.Charset)",Added Methods
java.method.added,No,"org.apache.catalina.authenticator.BasicAuthenticator.BasicCredentials.""<init>"":(Lorg.apache.tomcat.util.buf.ByteChunkLjava.nio.charset.CharsetZ)",Added Methods
java.method.added,No,org.apache.catalina.authenticator.BasicAuthenticator.BasicCredentials.getPassword:(),Added Methods
java.method.added,No,org.apache.catalina.authenticator.BasicAuthenticator.BasicCredentials.getUsername:(),Added Methods
java.method.added,No,org.apache.catalina.startup.Bootstrap.getCatalinaBaseFile:(),Added Methods
java.method.added,No,org.apache.catalina.startup.Bootstrap.getCatalinaHomeFile:(),Added Methods
java.method.added,No,"org.apache.catalina.valves.AbstractAccessLogValve.ByteSentElement.""<init>"":(Z)",Added Methods
java.method.added,No,org.apache.catalina.valves.AbstractAccessLogValve.ByteSentElement.addElement:(Ljava.io.CharArrayWriterLjava.util.DateLorg.apache.catalina.connector.RequestLorg.apache.catalina.connector.ResponseJ),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.backgroundProcess:(),Added Methods
java.method.added,No,"org.apache.catalina.webresources.Cache.""<init>"":(Lorg.apache.catalina.webresources.StandardRoot)",Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.clear:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.getCacheStrategy:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.getHitCount:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.getLookupCount:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.getMaxSize:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.getObjectMaxSize:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.getObjectMaxSizeBytes:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.getResource:(Ljava.lang.StringZ),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.getResources:(Ljava.lang.StringZ),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.getSize:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.getTtl:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.setCacheStrategy:(Lorg.apache.catalina.WebResourceRoot$CacheStrategy),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.setMaxSize:(J),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.setObjectMaxSize:(I),Added Methods
java.method.added,No,org.apache.catalina.webresources.Cache.setTtl:(J),Added Methods
java.method.added,No,org.apache.catalina.valves.AbstractAccessLogValve.CachedElement.cache:(Lorg.apache.catalina.connector.Request),Added Methods
java.method.added,No,"org.apache.catalina.webresources.CachedResource.""<init>"":(Lorg.apache.catalina.webresources.CacheLorg.apache.catalina.webresources.StandardRootLjava.lang.StringJIZ)",Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.canRead:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.delete:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.exists:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getCanonicalPath:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getCertificates:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getCodeBase:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getContent:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getContentLength:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getCreation:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getETag:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getInputStream:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getLastModified:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getLastModifiedHttp:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getManifest:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getMimeType:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getName:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getNextCheck:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getURL:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getWebappPath:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.getWebResourceRoot:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.isDirectory:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.isFile:(),Added Methods
java.method.added,No,org.apache.catalina.webresources.CachedResource.isVirtual:(),Added Methods
